Title,Source,Description,Keywords
diptych print,https://research.britishmuseum.org/collectionimages/AN00425/AN00425534_001_l.jpg,"Woodblock print, diptych. Kabuki. Actors Ichikawa Monnosuke and Onoe Matsusuke as two samurai in front of wall with frieze of irises. Nishiki-e on paper.",samurai;kabuki;flower;actor/actress
diptych print,https://research.britishmuseum.org/collectionimages/AN00425/AN00425518_001_l.jpg,"Woodblock print, diptych. Kabuki. Actor Nakamura Kumetaro as a tea-house girl,and Iwai Hanshiro as an otokodate (plucky fellow). Nishiki-e on paper.",tea-house;kabuki;child;actor/actress
print,https://research.britishmuseum.org/collectionimages/AN00535/AN00535151_001_l.jpg,"Woodblock print. Samisen player and koto player, two women, glimpsed through a circular window from garden of house, one visible through shoji. Nishiki-e on paper.",theatre/theatrical life;music;garden;domestic building;dance;bijin
Yuki (Snow) / Setsugekka no uchi,https://research.britishmuseum.org/collectionimages/AN00535/AN00535138_001_l.jpg,"Woodblock print.Classical series. interior. Snowscene with a woman holding a white rabbit on tray in doorway, view of garden behind. Nishiki-e on paper.",mammal;interior;garden;architectural feature;animal
print,https://research.britishmuseum.org/collectionimages/AN00537/AN00537338_001_l.jpg,"Woodblock print.Music, dance and drama. Popular culture. Doll Musicians-Doll playing hand-drum over his shoulder. Nishiki-e on paper.",musician;dance
Seiro Meika Awase,https://research.britishmuseum.org/collectionimages/AN00581/AN00581918_001_l.jpg,Woodblock print. Bijinga. Tsuruya-uchi Shinowara with a companion holding a letter open in her hands. Nishiki-e on paper.,bijin
Shin-Yoshiwara karitaku,https://research.britishmuseum.org/collectionimages/AN00530/AN00530226_001_l.jpg,Woodblock print. Bijinga. Hitomoto of the Daimonjiya beside tall lamp tying her obi. Nishiki-e on paper.,personal accessory;bijin
Bijin Go-sekku,https://research.britishmuseum.org/collectionimages/AN00512/AN00512505_001_l.jpg,Woodblock print. Bijinga. Chozan of the Chojiya holding a pot of fukujuso.1 of 2. Nishiki-e on paper.,plant;bijin
print,https://research.britishmuseum.org/collectionimages/AN00510/AN00510309_001_l.jpg,Woodblock print. Kabuki. Bust portrait of actors Ichikawa Monnosuke and Sawamura Sojuro as artisans. Nishiki-e on paper.,craftsman;kabuki;actor/actress
painting,https://research.britishmuseum.org/collectionimages/AN00792/AN00792354_001_l.jpg,Sketch. Men attacked by wolves. Ink and colours on paper.,mammal
Oguraya bintsuke eyui / Naniwa Jiman Meibutsu Zukushi,https://research.britishmuseum.org/collectionimages/AN00535/AN00535136_001_l.jpg,"Woodblock print. Bijinga. An Osaka girl carrying an umbrella,with part of house. Nishiki-e on paper.",domestic building;child
Temma daikon / Naniwa Jiman Meibutsu Zukushi,https://research.britishmuseum.org/collectionimages/AN00535/AN00535774_001_l.jpg,"Woodblock print. Popular culture. A woman washing clothes by a well,inscription. Nishiki-e on paper.",well
Hashimoto Sushi / Naniwa Jiman Meibutsu Zukushi,https://research.britishmuseum.org/collectionimages/AN00535/AN00535773_001_l.jpg,"Woodblock print. Bijinga. A girl with fan in her hand lifting a mosquito-net, inscription. Nishiki-e on paper.",child
print,https://research.britishmuseum.org/collectionimages/AN00521/AN00521101_001_l.jpg,"Woodblock print. Kabuki. Actor Matsumoto Koshiro IV as Magoemon and Nakamura Tomisaburo as Umegawa, kneeling holding a pipe. Nishiki-e on paper. According to register early twentieth century edition.",smoking;kabuki;actor/actress
print,https://research.britishmuseum.org/collectionimages/AN00510/AN00510285_001_l.jpg,"Woodblock print. The kabuki actor Yamashita Kyonosuke in a 'back-mask dance', wearing fox mask, with staff in his sash, standing beneath flowering cherry tree about to strike a small bell. Nishiki-e on paper.",tree/bush;mammal;kabuki;bell;actor/actress
painting / hanging scroll,https://research.britishmuseum.org/collectionimages/AN00217/AN00217136_001_l.jpg,"Painting, hanging scroll. The Kabuki actor Ichikawa Danjuro in the 'Shibaraku' role, seen from behind. Ink and colour on silk. Signed and sealed. With paulownia storage box.",kabuki;actor/actress
painting / hanging scroll,https://research.britishmuseum.org/collectionimages/AN00230/AN00230630_001_l.jpg,"Hanging scroll. Guan Yu, god of war. According to reg. signed.",deity
painting,https://research.britishmuseum.org/collectionimages/AN00793/AN00793022_001_l.jpg,Painting in tanzaku format. Bust portrait of Nakamura Noshio II from a group of twenty-six paintings. Ink and colour on paper.,kabuki;actor/actress
painting,https://research.britishmuseum.org/collectionimages/AN00793/AN00793016_001_l.jpg,Painting in tanzaku format. Bust portrait of Nakayama Tomokuro (?) from a group of twenty-six paintings. Ink and colour on paper. Signed and sealed.,kabuki;actor/actress
Orandajin danjo no zu ・・ｻ・・ｻ・ｽｿ・・ｻ・・ｻ・ｽｭ・・ｻ・・ｻﾂ・・ｻ・ｽｺ・ｽｺ・・ｻ・・ｻ・ｽｷ・・ｻ・ｽ･・ｽｳ・・ｻ・ｽｹ・・ｻ・・ｻ・・ｻ・ｽｳ (Picture of a Dutch Man and Woman),https://research.britishmuseum.org/collectionimages/AN00440/AN00440858_001_l.jpg,Colour woodblock print. Dutch man and woman. Nagasaki-e.,scientific instrument
Sanjuroku i kurabe ・・ｻ・ｽｸ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｭ・・ｻ・ｽｽ・ｽｳ・・ｻ・・ｻ・ｽｰ (The Thirty-six Beauties Compared) / Hatsune - Manji ji koro fujin・・ｻﾂﾂ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｳ・・ｻ・・ｻ・ｽｼ・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｲ・ｽｻ・・ｻ・｣ｰ・・ｻ・・ｻ・ｽｩ・ｽｦ・・ｻ・ｽｺ・ｽｺ (First Warbler - Woman of around the Manji Era),https://research.britishmuseum.org/collectionimages/AN00434/AN00434500_001_l.jpg,"Print. Two girls, one with instrument. Colour woodblock printed.",music;bijin
Sanjurokkasen ・・ｻ・ｽｸ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｭ・・ｻ・ｽｽ・ｽｳ・・ｻ・・ｻ・ｽｰ (Selection of Thirty-six Beauties) / Shobu - Enkyo koro fujin・・ｻﾂﾂ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｲ・・ｻ・・ｻ・ｽｼ・・ｻ・ｽｻ・ｽｶ・・ｻ・ｽｺ・ｽｫ・・ｻ・｣ｰ・・ｻ・・ｻ・ｽｩ・ｽｦ・・ｻ・ｽｺ・ｽｺ (Irises - Women of around the Enkyo Era),https://research.britishmuseum.org/collectionimages/AN00434/AN00434487_001_l.jpg,Print. Girl and iris beds. Colour woodblock printed.,flower;bijin
Sanjurokkasen ・・ｻ・ｽｸ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｭ・・ｻ・ｽｽ・ｽｳ・・ｻ・・ｻ・ｽｰ (Selection of Thirty-six Beauties) / Yu agari - Kansei koro fujin・・ｻﾂﾂ・・ｻ・ｽｹ・ｽｯ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｼ・・ｻ・ｽｯ・・ｻ・・ｻ・・ｻ・ｽｿ・・ｻ・｣ｰ・・ｻ・・ｻ・ｽｩ・ｽｦ・・ｻ・ｽｺ・ｽｺ (After the Bath - Woman of around the Kansei Era),https://research.britishmuseum.org/collectionimages/AN01595/AN01595409_001_l.jpg,Print. Girl and cat. Colour woodblock printed.,cat
shunga / drawing,https://research.britishmuseum.org/collectionimages/AN00612/AN00612350_001_l.jpg,"Preparatory drawing (one of three) for erotic handscroll painting of famous kabuki actors in imagined scenes of lovemaking: Travellers under a tree watched by foxes. Ink on paper, with evidence of charcoal underdrawing.",eroticism/sex
print,https://research.britishmuseum.org/collectionimages/AN00422/AN00422023_001_l.jpg,Woodblock print. Bijinga. Courtesan as Daruma crossing the water on a reed. Nishiki-e on paper.,plant;bijin
print,https://research.britishmuseum.org/collectionimages/AN00422/AN00422098_001_l.jpg,"Woodblock print. Bijinga. Courtesan reclining in bed with books,her maid preparing pipe.Poem. Nishiki-e on paper.",smoking;servant/domestic worker;courtesan/prostitute;furniture/woodwork;book/newspaper;bijin
Yo-damme / Chushingura,https://research.britishmuseum.org/collectionimages/AN00529/AN00529234_001_l.jpg,"Woodblock print.Classical literature. Mitate. Act IV, two lovers parodying Oboshi Rikiya and Lady Kawayo. Nishiki-e on paper.",literature
Rokkasen,https://research.britishmuseum.org/collectionimages/AN00422/AN00422268_001_l.jpg,"Woodblock print. Popular culture. Poet Ariwara no Narihira on veranda of garden house contemplating moon,+ portrait inset.Poem. Nishiki-e on paper.",poet;moon;garden;domestic building
print,https://research.britishmuseum.org/collectionimages/AN00567/AN00567919_001_l.jpg,"Woodblock print. Popular culture. Young woman seated by open window overlooking a marsh with snipe, the book Tsure-zure-gusa by Yoshida Kenko on the floor. Nishiki-e on paper.",landscape;book/newspaper;bird
mitate-e / print,https://research.britishmuseum.org/collectionimages/AN00422/AN00422247_001_l.jpg,"Woodblock print.Mitate. Lovers seated on kotatsu playing flute, parody of Chinese Emperor Xuanzong and Yang Guifei, originally an e-goyomi. Nishiki-e on paper.",musical instrument;emperor/empress;yatsushi
Seiro Kinki Shoga (The Four Accomplishments in Yoshiwara),https://research.britishmuseum.org/collectionimages/AN00529/AN00529282_001_l.jpg,"Woodblock print. Bijinga. Mitate. Someyama of the Matsubaya with her kamuro playing the game of go, irises inset. Nishiki-e on paper.",flower;bijin;backgammon;kamuro;yatsushi
print,https://research.britishmuseum.org/collectionimages/AN00420/AN00420984_001_l.jpg,"Woodblock print.History, myth and legend. Watonai (alias Kokusenya or Coxinga), overpowering a tiger in a bamboo grove. Poem Tora maite nukitaru senri take no. Nishiki-e on paper.",myth/legend;mammal;history;bamboo
Fuzoku Mu-Tamagawa,https://research.britishmuseum.org/collectionimages/AN00612/AN00612165_001_l.jpg,"Woodblock print. Popular culture. Classical series. Gompachi dressed as komuso walking near river, with portrait of poet Kukai, inscription. Nishiki-e on paper.",poet
Seishu / Fuzoku Shiki Kasen,https://research.britishmuseum.org/collectionimages/AN00422/AN00422052_001_l.jpg,"Woodblock print. Popular culture. Lady en deshabille in open 2nd story room,with maid and poem. Nishiki-e on paper.",servant/domestic worker;literature
Sekidera / Furyu Nana-Komachi,https://research.britishmuseum.org/collectionimages/AN00612/AN00612154_001_l.jpg,"Woodblock print.Classical series. Popular culture. A young maid with a bucket on head leading child,with poem. Nishiki-e on paper.",servant/domestic worker;literature;child
Yoshiwara seiro bijin-awase,https://research.britishmuseum.org/collectionimages/AN00582/AN00582911_001_l.jpg,Woodblock print. Courtesan Oshu of the Hyogoya putting on finger plectrums to play the koto. Poem. Nishiki-e on paper.,theatre/theatrical life;courtesan/prostitute;musical instrument;music;dance
"Tokyo Koume hikifune yoru zu ・・ｻ・・ｻ・ｽｱ・・ｻ・ｽｺ・ｽｬ・・ｻ・ｽｰ・・ｻ・・ｻ・ｽ｢・・ｻ・・ｻ・・ｻ・ｽｳ・・ｻ・・ｻ・ｽｹ・・ｻ・ｽ､・・ｻ・・ｻ・・ｻ・ｽｳ (Barge-haulers at Night in Koume, Tokyo)",https://research.britishmuseum.org/collectionimages/AN00511/AN00511679_001_l.jpg,"Woodblock print. Boat at night, Tokyo.",canal scene;boat/ship
Hazuki ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ (Eighth Month) / Bijin juni shi ・・ｻ・ｽｾ・・ｻ・・ｻ・ｽｺ・ｽｺ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｺ・・ｻ・・ｻ・ｽｧ・ｽｿ (Twelve Forms of Beauty),https://research.britishmuseum.org/collectionimages/AN00434/AN00434832_001_l.jpg,Print. Girl gazing at the moon. One of a set of prints for the twelve months. Colour woodblock printed.,bijin
Kisaragi ・・ｻ・ｽｦ・・ｻ・・ｻ・・ｻ・・ｻ (Second Month) / Bijin juni shi ・・ｻ・ｽｾ・・ｻ・・ｻ・ｽｺ・ｽｺ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｺ・・ｻ・・ｻ・ｽｧ・ｽｿ (Twelve Forms of Beauty),https://research.britishmuseum.org/collectionimages/AN00434/AN00434828_001_l.jpg,Print. Woman and child in falling blossom. One of a set of prints for the twelve months. Colour woodblock printed.,bijin
Mutsubitsuki・・ｻﾂﾂ・・ｻ・・ｻ・ｽｦ・・ｻ・・ｻ・・ｻ (First Month) / Bijin juni shi・・ｻﾂﾂ・・ｻ・ｽｾ・・ｻ・・ｻ・ｽｺ・ｽｺ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｺ・・ｻ・・ｻ・ｽｧ・ｽｿ (Twelve Forms of Beauty),https://research.britishmuseum.org/collectionimages/AN00434/AN00434821_001_l.jpg,Print. Girl and battledore. One of a set of prints for the twelve months. Colour woodblock printed.,sport/pastime
Kannazuki ・・ｻ・ｽ･・・ｻ・・ｻ・・ｻ・ｽ｡・・ｻ・・ｻ・・ｻ (Tenth Month) / Bijin juni shi・・ｻﾂﾂ・・ｻ・ｽｾ・・ｻ・・ｻ・ｽｺ・ｽｺ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｺ・・ｻ・・ｻ・ｽｧ・ｽｿ (Twelve Forms of Beauty),https://research.britishmuseum.org/collectionimages/AN00434/AN00434712_001_l.jpg,Print. Girl by an open window in the rain. One of a set of prints for the twelve months. Colour woodblock printed.,bijin
Fumizuki ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ (Seventh Month) / Bijin juni shi・・ｻﾂﾂ・・ｻ・ｽｾ・・ｻ・・ｻ・ｽｺ・ｽｺ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｺ・・ｻ・・ｻ・ｽｧ・ｽｿ (Twelve Forms of Beauty),https://research.britishmuseum.org/collectionimages/AN00434/AN00434815_001_l.jpg,Print. Girl with bamboo. One of a set of prints for the twelve months. Colour woodblock printed.,bijin
Tsuchigumo ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ (Earth Spider) / Yoshitoshi manga,https://research.britishmuseum.org/collectionimages/AN00761/AN00761470_001_l.jpg,"Colour woodblock print, diptych. Minamoto no Raiko tormented by the spider monster. Oban size.    Part 1",mythical figure/creature;go;arachnid
Sanjurokkasen ・・ｻ・ｽｸ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｭ・・ｻ・ｽｽ・ｽｳ・・ｻ・・ｻ・ｽｰ (Selection of Thirty-six Beauties) / Meiwa koro fujin・・ｻﾂﾂ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽ､・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｼ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・｣ｰ・・ｻ・・ｻ・ｽｩ・ｽｦ・・ｻ・ｽｺ・ｽｺ (Kutsuwaya - Women of around the Meiwa Era),https://research.britishmuseum.org/collectionimages/AN00434/AN00434536_001_l.jpg,Print. Courtesan and attendant. Colour woodblock printed.,courtesan/prostitute
Yayoi ・・ｻ・ｽｼ・ｽ･・・ｻ・・ｻ・・ｻ (Third Month) / Bijin juni shi ・・ｻ・ｽｾ・・ｻ・・ｻ・ｽｺ・ｽｺ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｺ・・ｻ・・ｻ・ｽｧ・ｽｿ (Twelve Forms of Beauty),https://research.britishmuseum.org/collectionimages/AN00434/AN00434839_001_l.jpg,Print. Girl and dolls. One of a set of prints for the twelve months. Colour woodblock printed.,toy
Uzuki ・・ｻ・・ｻ・ｽｯ・・ｻ・・ｻ・・ｻ (Fourth Month) / Bijin juni shi ・・ｻ・ｽｾ・・ｻ・・ｻ・ｽｺ・ｽｺ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｺ・・ｻ・・ｻ・ｽｧ・ｽｿ (Twelve Forms of Beauty),https://research.britishmuseum.org/collectionimages/AN00434/AN00434834_001_l.jpg,Print. Girl and mosquito net. One of a set of prints for the twelve months. Colour woodblock printed.,bijin
Sanjurokkasen ・・ｻ・ｽｸ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｭ・・ｻ・ｽｽ・ｽｳ・・ｻ・・ｻ・ｽｰ (Selection of Thirty-six Beauties) / Hotaru-gari - Tenmei koro fujin・・ｻﾂﾂ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｩ・・ｻ・・ｻ・ｽｼ・・ｻ・ｽ､・ｽｩ・・ｻ・・ｻ・・ｻ・・ｻ・｣ｰ・・ｻ・・ｻ・ｽｩ・ｽｦ・・ｻ・ｽｺ・ｽｺ (Catching Fireflies - Woman of around the Tenmei Era),https://research.britishmuseum.org/collectionimages/AN00434/AN00434626_001_l.jpg,Print. Catching fireflies. Colour woodblock-printed.,insect;bijin
Sanjurokkasen ・・ｻ・ｽｸ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｭ・・ｻ・ｽｽ・ｽｳ・・ｻ・・ｻ・ｽｰ (Selection of Thirty-six Beauties) / Eika - An'ei koro fujin・・ｻﾂﾂ・・ｻ・ｽｩ・｣ｰ・・ｻ・ｽｭ・・ｻ・・ｻ・・ｻ・ｽｼ・・ｻ・ｽｮ・・ｻ・・ｻ・ｽｰ・ｽｸ・・ｻ・｣ｰ・・ｻ・・ｻ・ｽｩ・ｽｦ・・ｻ・ｽｺ・ｽｺ (Composing Poetry - Woman of around the An'ei era),https://research.britishmuseum.org/collectionimages/AN00434/AN00434611_001_l.jpg,"Print. Poetess, with maple in rain. Colour woodblock-printed.",poetry;bijin
Sanjurokkasen ・・ｻ・ｽｸ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｭ・・ｻ・ｽｽ・ｽｳ・・ｻ・・ｻ・ｽｰ (Selection of Thirty-six Beauties) / Hina asobi - Genbun koro fujin・・ｻﾂﾂ・・ｻ・・ｻ・ｽｲ・・ｻ・・ｻ・ｽｪ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｼ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・｣ｰ・・ｻ・・ｻ・ｽｩ・ｽｦ・・ｻ・ｽｺ・ｽｺ (Doll's Festival - Women of around the Genbun Era),https://research.britishmuseum.org/collectionimages/AN00434/AN00434596_001_l.jpg,Print. Set of dolls. Colour woodblock-printed.,toy
Sanjurokkasen ・・ｻ・ｽｸ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｭ・・ｻ・ｽｽ・ｽｳ・・ｻ・・ｻ・ｽｰ (Selection of Thirty-six Beauties) / Sakura ningyo - Enpo koro fujin・・ｻﾂﾂ・・ｻ・ｽ｡・・ｻ・・ｻ・ｽｺ・ｽｺ・・ｻ・ｽｽ・ｽ｢・・ｻ・・ｻ・ｽｼ・・ｻ・ｽｻ・ｽｶ・・ｻ・ｽｮ・・ｻ・・ｻ・｣ｰ・・ｻ・・ｻ・ｽｩ・ｽｦ・・ｻ・ｽｺ・ｽｺ (Puppets under the Cherry Trees - Woman of around the Enpo Era),https://research.britishmuseum.org/collectionimages/AN00434/AN00434605_001_l.jpg,Print. Tent under cherry tree. Colour woodblock-printed.,bijin
Sanjurokkasen ・・ｻ・ｽｸ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｭ・・ｻ・ｽｽ・ｽｳ・・ｻ・・ｻ・ｽｰ (Selection of Thirty-six Beauties) / Kesobumi - Genroku koro fujin・・ｻﾂﾂ・・ｻ・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｳ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｼ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｦ・・ｻ・・ｻ・｣ｰ・・ｻ・・ｻ・ｽｩ・ｽｦ・・ｻ・ｽｺ・ｽｺ (The Love Letter - Woman of around the Genroku Era),https://research.britishmuseum.org/collectionimages/AN00434/AN00434586_001_l.jpg,Print. The letter. Colour woodblock-printed.,bijin
Sanjurokkasen ・・ｻ・ｽｸ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｭ・・ｻ・ｽｽ・ｽｳ・・ｻ・・ｻ・ｽｰ (Selection of Thirty-six Beauties) / Hisagi onna - Bun'an koro fujin・・ｻﾂﾂ・・ｻ・・ｻ・ｽｲ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽ･・ｽｳ・・ｻ・・ｻ・ｽｼ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｮ・・ｻ・・ｻ・｣ｰ・・ｻ・・ｻ・ｽｩ・ｽｦ・・ｻ・ｽｺ・ｽｺ (Hisagi Vendor - Woman of around the Bun'an Era),https://research.britishmuseum.org/collectionimages/AN00434/AN00434584_001_l.jpg,"Print. Woman with basket, and two boys with a dog. Colour woodblock-printed.",bijin;dog
Sanjurokkasen ・・ｻ・ｽｸ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｭ・・ｻ・ｽｽ・ｽｳ・・ｻ・・ｻ・ｽｰ (Selection of Thirty-six Beauties) / Shiohi - Bunka koro fujin・・ｻﾂﾂ・・ｻ・ｽｱ・・ｻ・・ｻ・ｽｹ・ｽｲ・・ｻ・・ｻ・ｽｼ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・｣ｰ・・ｻ・・ｻ・ｽｩ・ｽｦ・・ｻ・ｽｺ・ｽｺ (Low-tide - Women of around the Bunka Era),https://research.britishmuseum.org/collectionimages/AN00434/AN00434562_001_l.jpg,Print. Catching fish. Colour woodblock-printed.,fisherman/fishing
Sanjurokkasen ・・ｻ・ｽｸ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｭ・・ｻ・ｽｽ・ｽｳ・・ｻ・・ｻ・ｽｰ (Selection of Thirty-six Beauties) / Koto shirabe - Koka koro Nagoya fujin・・ｻﾂﾂ・・ｻ・・ｻ・ｽｴ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｹ・・ｻ・・ｻ・ｽｼ・・ｻ・ｽｼ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・｣ｰ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽ､・・ｻ・ｽｱ・・ｻ・・ｻ・ｽｩ・ｽｦ・・ｻ・ｽｺ・ｽｺ (Tuning the Koto - A Nagoya Woman of around the Koka era),https://research.britishmuseum.org/collectionimages/AN00434/AN00434551_001_l.jpg,Print. Girl playing koto. Colour woodblock-printed.,music
shunga / print,https://research.britishmuseum.org/collectionimages/AN00830/AN00830829_001_l.jpg,"Colour woodblock print. Lovers with quail in a cage, woman fulling cloth.",merchant/shopkeeper;eroticism/sex;bird
Sugawara Denju Tenarai,https://research.britishmuseum.org/collectionimages/AN00602/AN00602523_001_l.jpg,"Colour woodblock print from an album of 104 sheets. The actor Arashi Kitsusaburo II as Sukune Taro in the play (Sugawara's Secrets of Calligraphy), performed at the Naka theatre in the 11th month, 1822. Signed.",kabuki;actor/actress
print,https://research.britishmuseum.org/collectionimages/AN00602/AN00602521_001_l.jpg,Colour woodblock print from an album of 104 sheets. The actor Arashi Kitsusaburo II as Sasaki Tan'emon. Signed.,kabuki;actor/actress
print,https://research.britishmuseum.org/collectionimages/AN00601/AN00601846_001_l.jpg,Colour woodblock print from an album of 104 sheets. The actor Ogawa Kichitaro I as the pack-horse driver Yosaku. Signed.,kabuki;actor/actress;horse/ass
print,https://research.britishmuseum.org/collectionimages/AN00601/AN00601686_001_l.jpg,Colour woodblock print from an album of 104 sheets. The actor Nakamura Utaemon III as Ishikawa Goemon. Signed.,kabuki;actor/actress
print,https://research.britishmuseum.org/collectionimages/AN00601/AN00601651_001_l.jpg,Colour woodblock print from an album of 104 sheets. The actors Arashi Kitsusaburo II as Miura Matazo (top) and Onoe Umezo as Toranosuke (bottom). Signed.,kabuki;actor/actress
print,https://research.britishmuseum.org/collectionimages/AN00601/AN00601650_001_l.jpg,Colour woodblock print from an album of 104 sheets. The actor Nakamura Utaemon III as Mino no Shokuro. Signed.,kabuki;actor/actress
print,https://research.britishmuseum.org/collectionimages/AN00601/AN00601646_001_l.jpg,Colour woodblock print from an album of 104 sheets. The actor Arashi Kitsusaburo II as Tsukimoto Hajimenosuke Signed.,kabuki;actor/actress
print,https://research.britishmuseum.org/collectionimages/AN00601/AN00601643_001_l.jpg,Colour woodblock print from an album of 104 sheets. Nakamura Utaemon III as Yakambei. Signed.,kabuki;actor/actress
print,https://research.britishmuseum.org/collectionimages/AN00583/AN00583003_001_l.jpg,Colour woodblock print from an album of 104 sheets. The actor Arashi Kitsusaburo II (right) as Gofukuya Jubei. Signed.,kabuki;actor/actress
print,https://research.britishmuseum.org/collectionimages/AN00583/AN00583000_001_l.jpg,Colour woodblock print from an album of 104 sheets. The actor Nakamura Utaemon III making a speech (kojo) to the audience at a Kyoto theatre. Signed.,theatre/theatrical life;kabuki;audience/assembly;actor/actress
print,https://research.britishmuseum.org/collectionimages/AN00582/AN00582996_001_l.jpg,"Colour woodblock print from an album of 104 sheets. The actor Arashi Kitsusaburo II as Hotei Ichiemon, one of the 'Five Chivalrous Men', (Gonin otoko). Signed.",kabuki;actor/actress
shunga,https://research.britishmuseum.org/collectionimages/AN00583/AN00583073_001_l.jpg,"Colour woodblock print, shunga. Fisherman making love to a woman in a boat on the Sumida River, hidden by a yotsude-ami fishing net.",fisherman/fishing;shunga;boat/ship
kakemono-e,https://research.britishmuseum.org/collectionimages/AN00645/AN00645104_001_l.jpg,"Colour woodblock print with some hand-colouring, ishizuri-e. Hawk with chick perched on tree peony by torrent.",bird and flower
Nigatsu sanmai tsuzuki ・・ｻ・ｽｺ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｸ・・ｻ・・ｻ・・ｻ・ｽｧ・・ｻ・ｽｺ・・ｻ (The Second Month) / Toyokuni Toyohiro ryoga juniko ・・ｻ・ｽｱ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｱ・・ｻ・・ｻ・ｽｻ・ｽ｣・・ｻ・ｽｸ・ｽ｡・・ｻ・・ｻ・ｽｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｺ・・ｻ・・ｻﾂ・・ｻ (The Twelve Seasons Painted by Toyohiro and Toyokuni),https://research.britishmuseum.org/collectionimages/AN00692/AN00692574_001_l.jpg,"Colour woodblock print, two sheets of a triptych. Prostitutes of Shin-Yoshiwara district preparing for the festival of Inari: preparing offerings at right, writing dedicatory inscription in centre, making flower-arrangements at left. Inscribed, signed and marked.",courtesan/prostitute;festival
No 77 Sutoku-in / Hyakunin Isshu no uchi,https://research.britishmuseum.org/collectionimages/AN00535/AN00535187_001_l.jpg,"Woodblock print.Classical literature. Emperor as ghost in electric storm over torrent. Poem, inscription. Nishiki-e on paper.",storm;literature;ghost;emperor/empress
print,https://research.britishmuseum.org/collectionimages/AN00535/AN00535106_001_l.jpg,Woodblock print. Kabuki. The actor Onoe Kikugoro as Kakogawa Seijuro. Nishiki-e on paper.,kabuki;actor/actress
print,https://research.britishmuseum.org/collectionimages/AN00246/AN00246291_001_l.jpg,Woodblock. Kabuki. The actor Nakamura Shikan as Ishikawa Hachiemon. Nishiki-e on paper.,kabuki;actor/actress
print,https://research.britishmuseum.org/collectionimages/AN00529/AN00529215_001_l.jpg,Woodblock print. Kabuki. Actor of the Segawa family in female role. Nishiki-e on paper.,kabuki;actor/actress
